authors,Run,BioSample,BioProject,sequence_public,collection_year,geo_loc_name_country,lat_lon,latitude,longitude,env_broad_scale,env_local_scale,env_medium,host_common_name,host_latin_name,animal_gut,dna_extraction_method,dna_extraction_amount,library_selection,platform,sequencing_platform,instrument,library_layout,datastore_filetype,sample_name,doi_publication
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,LRP.VI.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,NG.I.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,NG.II.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,NG.III.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,NG.IV.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,NG.V.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,NG.VI.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRP.I.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRP.II.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRP.III.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Oat,Avena sativa L.,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRP.III.R,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Oat,Avena sativa L.,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRP.II.R,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Oat,Avena sativa L.,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRP.I.R,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRP.IV.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Oat,Avena sativa L.,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRP.IV.R,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRP.V.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRP.VI.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Oat,Avena sativa L.,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRP.VI.R,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Oat,Avena sativa L.,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRP.V.R,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRS.I.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRS.II.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRS.III.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Oat,Avena sativa L.,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRS.III.R,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Oat,Avena sativa L.,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRS.II.R,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Oat,Avena sativa L.,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRS.I.R,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRS.IV.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Oat,Avena sativa L.,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRS.IV.R,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRS.V.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk Soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRS.VI.BS,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Oat,Avena sativa L.,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRS.VI.R,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,Not made public due to unpublished article,Not made public due to unpublished article,PRJNA899016,no,2018,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Oat,Avena sativa L.,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,SRS.V.R,No publication associated to this sequence by the release date of the Datathon's report
Cerecetto_Leoni_Babin,SRR12214820,SAMN15524343,PRJNA646084,yes,2017,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab023
Cerecetto_Leoni_Babin,SRR12214821,SAMN15524342,PRJNA646084,yes,2017,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab023
Cerecetto_Leoni_Babin,SRR12214822,SAMN15524341,PRJNA646084,yes,2017,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab023
Cerecetto_Leoni_Babin,SRR12214823,SAMN15524340,PRJNA646084,yes,2017,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab023
Cerecetto_Leoni_Babin,SRR12214824,SAMN15524339,PRJNA646084,yes,2017,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab023
Cerecetto_Leoni_Babin,SRR12214825,SAMN15524338,PRJNA646084,yes,2017,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab023
Cerecetto_Leoni_Babin,SRR12214826,SAMN15524337,PRJNA646084,yes,2017,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab023
Cerecetto_Leoni_Babin,SRR12214827,SAMN15524361,PRJNA646084,yes,2017,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Table beet,Beta vulgaris L. subsp. vulgaris (Conditiva Group),NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab023
Cerecetto_Leoni_Babin,SRR12214828,SAMN15524360,PRJNA646084,yes,2017,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Table beet,Beta vulgaris L. subsp. vulgaris (Conditiva Group),NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab023
Cerecetto_Leoni_Babin,SRR12214829,SAMN15524359,PRJNA646084,yes,2017,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Table beet,Beta vulgaris L. subsp. vulgaris (Conditiva Group),NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab023
Cerecetto_Leoni_Babin,SRR12214830,SAMN15524358,PRJNA646084,yes,2017,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Table beet,Beta vulgaris L. subsp. vulgaris (Conditiva Group),NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab023
Cerecetto_Leoni_Babin,SRR12214831,SAMN15524357,PRJNA646084,yes,2017,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Table beet,Beta vulgaris L. subsp. vulgaris (Conditiva Group),NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab023
Cerecetto_Leoni_Babin,SRR12214832,SAMN15524356,PRJNA646084,yes,2017,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Table beet,Beta vulgaris L. subsp. vulgaris (Conditiva Group),NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab023
Cerecetto_Leoni_Babin,SRR12214833,SAMN15524355,PRJNA646084,yes,2017,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Table beet,Beta vulgaris L. subsp. vulgaris (Conditiva Group),NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab023
Cerecetto_Leoni_Babin,SRR12214834,SAMN15524354,PRJNA646084,yes,2017,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Table beet,Beta vulgaris L. subsp. vulgaris (Conditiva Group),NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab023
Cerecetto_Leoni_Babin,SRR12214835,SAMN15524336,PRJNA646084,yes,2017,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Mineral,Soil,Bulk soil,NA,NA,NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab023
Cerecetto_Leoni_Babin,SRR12214836,SAMN15524353,PRJNA646084,yes,2017,Uruguay,"-33.15544,-54.29281",-33.15544,-54.29281,Organism,Organism,Rhizosphere,Table beet,Beta vulgaris L. subsp. vulgaris (Conditiva Group),NA,FastDNA SPIN kit for soil,0.5 g,PCR,Illumina,Illumina MiSeq,Illumina MiSeq,Paired,Fastq,Old submission,https://doi.org/10.1093/femsec/fiab023
